coin|name|inner_coin|inner_name|depositenable|withdrawenable|network
BSW|Biswap|BSW|Biswap|True|True|BNB Smart Chain(BEP20)
CVTX|Carrieverse|CVTX|Carrieverse|True|True|Polygon(MATIC)
CHITCAT|ChitCAT|CHITCAT|ChitCAT|False|True|BNB Smart Chain(BEP20)
SUN|SUN|SUN|SUN|True|True|Tron(TRC20)
SUP|SakuraUnitedPlatform|SUP|SakuraUnitedPlatform|True|True|Ethereum(ERC20)
KEK|KEKCHAIN|KEK|KEKCHAIN|False|False|KEKCHAIN
BTC|BTC-BSC|BTC|Bitcoin|True|True|Bitcoin(BTC)
BTC|BTC-BSC|BTC|BTC-BSC|True|True|BNB Smart Chain(BEP20)
IOTA|IOTA|IOTA|IOTA|False|False|IOTA
UNTOLD|Universe Finance|UNTOLD|Universe Finance|False|True|Ethereum(ERC20)
SUV|Sportuniverse|SUV|Sportuniverse|False|True|BNB Smart Chain(BEP20)
SHEPE|Shiba V Pepe|SHEPE|Shiba V Pepe|False|True|Ethereum(ERC20)
BTH|Bit Hotel|BTH|Bit Hotel|False|True|BNB Smart Chain(BEP20)
BTM|Bytom|BTM|Bytom|True|True|Ethereum(ERC20)
BTL|Battle Saga|BTL|Battle Saga|False|True|BNB Smart Chain(BEP20)
BBOS|Business boss chain|BBOS|Business boss chain|False|True|Ethereum(ERC20)
BTO|Bottos|BTO|Bottos|False|True|Ethereum(ERC20)
KEY|KEY|KEY|KEY|False|True|Ethereum(ERC20)
KEX|KIRA Network|KEX|KIRA Network|False|True|Ethereum(ERC20)
YESP|Yesports|YESP|Yesports|False|True|Ethereum(ERC20)
BTS|BitShares|BTS|BitShares|True|True|BTS
GRAV|Graviton Zero|GRAV|Graviton Zero|False|True|BNB Smart Chain(BEP20)
BTR|BTRIPS|BTR|BTRIPS|False|False|Ethereum(ERC20)
BTU|BTU|BTU|BTU|False|True|Ethereum(ERC20)
BTT|BitTorrent|BTT|BitTorrent|True|True|Tron(TRC20)
BTT|BitTorrent|BTT|BitTorrent|False|False|BNB Smart Chain(BEP20)
KFC|ChickenFinance|KFC|ChickenFinance|False|True|Ethereum(ERC20)
SUDO|SUDO GOVERNANCE|SUDO|SUDO GOVERNANCE|True|True|Ethereum(ERC20)
KFI|Klever Finance|KFI|Klever Finance|True|True|KLV
SVT|Solvent|SVT|Solvent|False|True|Solana(SOL)
HLTC|HLTC|HLTC|HLTC|False|False|HECO
NETT|Netswap Token|NETT|Netswap Token|False|True|METIS
BUL|BullLauncher|BUL|BullLauncher|True|True|BNB Smart Chain(BEP20)
NETZ|MainnetZ|NETZ|MainnetZ|True|True|NETZ
BUM|Vanilla|BUM|Vanilla|True|True|Ethereum(ERC20)
BUP|BuildUp|BUP|BuildUp|True|True|Polygon(MATIC)
NEWUNI|NEWUNI|NEWUNI|NEWUNI|False|False|BNB Smart Chain(BEP20)
SWG|SWIRGE|SWG|SWIRGE|False|True|BNB Smart Chain(BEP20)
ZELIX|ZELIX|ZELIX|ZELIX|True|True|Ethereum(ERC20)
SWI|SafeWard AI|SWI|SafeWard AI|True|True|BNB Smart Chain(BEP20)
XBOT|XBOT|XBOT|XBOT|False|True|Ethereum(ERC20)
BUY|Buying.com|BUY|Buying.com|False|False|Ethereum(ERC20)
SWO|Sword Magic Token|SWO|Sword Magic Token|True|True|BNB Smart Chain(BEP20)
WOOOOO|Wooooo Coin|WOOOOO|Wooooo Coin|True|True|Ethereum(ERC20)
KABOSU|Kabosu|KABOSU|Kabosu|True|True|Arbitrum One(ARB)
ASMOLD|Assemble Protocol|ASMOLD|Assemble Protocol|False|True|Ethereum(ERC20)
SWP|Sprint|SWP|Sprint|True|True|BNB Smart Chain(BEP20)
HYPES|HYPES|HYPES|HYPES|False|True|BNB Smart Chain(BEP20)
XTOKEN|Xchange|XTOKEN|Xchange|True|True|Arbitrum One(ARB)
ARTFINITY|Artfinity|ARTFINITY|Artfinity|False|False|Ethereum(ERC20)
BVB|BVB|BVB|BVB|False|False|Ethereum(ERC20)
SWT|Sailwars|SWT|Sailwars|True|False|Polygon(MATIC)
BVG|Bovine Verse Game|BVG|Bovine Verse Game|True|True|BNB Smart Chain(BEP20)
XSHIB|XSHIB|XSHIB|XSHIB|True|True|Ethereum(ERC20)
GRAP|GrapFinance|GRAP|GrapFinance|False|True|Ethereum(ERC20)
SLRS|Solrise Finance|SLRS|Solrise Finance|False|True|Solana(SOL)
NEST|NEST Token|NEST|NEST Token|True|True|Ethereum(ERC20)
DRAGO|Drago|DRAGO|Drago|True|True|Solana(SOL)
MSTR|Monsterra|MSTR|Monsterra|True|True|BNB Smart Chain(BEP20)
HOSKY|Hosky Token|HOSKY|Hosky Token|True|True|Cardano(ADA)
BVT|BILLIONVIEW|BVT|BILLIONVIEW|True|True|APTOS(APT)
ETNA|ETNA Network|ETNA|ETNA Network|False|True|BNB Smart Chain(BEP20)
SXM|SaxumDAO|SXM|SaxumDAO|True|True|BNB Smart Chain(BEP20)
SXP|SXP|SXP|Solar|False|False|ERC20
SXP|SXP|SXP|SXP|True|True|SXP
BONDLY|Bondly Token|BONDLY|Bondly Token|False|True|Ethereum(ERC20)
DPLAT|Zbyte|DPLAT|Zbyte|False|True|Polygon(MATIC)
BITCOINAI|Bitcoin AI|BITCOINAI|Bitcoin AI|True|True|BNB Smart Chain(BEP20)
BITICA|BITICA|BITICA|BITICA|False|False|BITICA
HARRY|HARRY|HARRY|HARRY|True|True|Ethereum(ERC20)
BREED|BreederDAO|BREED|BreederDAO|False|True|Ethereum(ERC20)
SHELL|Shell Chain|SHELL|Shell Chain|False|False|Ethereum(ERC20)
C98|Coin98|C98|Coin98|True|True|BNB Smart Chain(BEP20)
C98|Coin98|C98|Coin98|True|True|Ethereum(ERC20)
GFLOKI|GenshinFlokiInu|GFLOKI|GenshinFlokiInu|False|True|BNB Smart Chain(BEP20)
SYL|myDid|SYL|myDid|False|True|BNB Smart Chain(BEP20)
SYN|Synapse|SYN|Synapse|True|True|Ethereum(ERC20)
SYN|Synapse|SYN|Synapse|True|True|Avalanche C Chain(AVAX CCHAIN)
SYN|Synapse|SYN|Synapse|False|False|NONE
BXA|BXA|BXA|BXA|False|False|Ethereum(ERC20)
SYP|Sypool|SYP|Sypool|True|True|Solana(SOL)
SYS|Syscoin Rollux|SYS|Syscoin|True|True|Syscoin UTXO
SYS|Syscoin Rollux|SYS|Syscoin Rollux|True|True|Syscoin Rollux
BXC|BITCOINX|BXC|BITCOINX|True|True|Polygon(MATIC)
BUNNY|Bunny|BUNNY|Bunny|True|True|BNB Smart Chain(BEP20)
PIZAOLD|HalfPizza|PIZAOLD|HalfPizza|False|False|BNB Smart Chain(BEP20)
KIN|Kin|KIN|Kin|True|True|Solana(SOL)
KIP|KHIPU|KIP|KHIPU|False|True|Ethereum(ERC20)
TOWN|Town Star|TOWN|Town Star|False|True|Ethereum(ERC20)
COVEROLD|COVEROLD|COVEROLD|COVEROLD|False|True|Ethereum(ERC20)
ZUZALU|Zuzalu Inu|ZUZALU|Zuzalu Inu|True|True|Ethereum(ERC20)
QUOTH|Quoth|QUOTH|Quoth|False|True|BNB Smart Chain(BEP20)
RACY|RACY PLATFORM|RACY|RACY PLATFORM|False|True|Ethereum(ERC20)
BXX|Baanx|BXX|Baanx|True|True|Ethereum(ERC20)
NEXA|NEXA|NEXA|NEXA|True|True|NEXA
IRENA|Irena Coin Apps|IRENA|Irena Coin Apps|True|True|BNB Smart Chain(BEP20)
RADA|RADA|RADA|RADA|True|True|Ethereum(ERC20)
OOEOLD|OpenOcean|OOEOLD|OpenOcean|False|False|BNB Smart Chain(BEP20)
OOEOLD|OpenOcean|OOEOLD|OpenOcean|False|False|Ethereum(ERC20)
NEXO|Nexo|NEXO|Nexo|True|True|Ethereum(ERC20)
PTOY|Patientory|PTOY|Patientory|False|True|Ethereum(ERC20)
MOVEZ|MoveZ|MOVEZ|MoveZ|False|True|BNB Smart Chain(BEP20)
BRIDGE|Bridge Bot|BRIDGE|Bridge Bot|False|True|Ethereum(ERC20)
TRESTLE|Trestle Protocol|TRESTLE|Trestle Protocol|True|True|Ethereum(ERC20)
RITE|ritestream|RITE|ritestream|True|True|BNB Smart Chain(BEP20)
ECOC|Ecochain|ECOC|Ecochain|False|False|ECOC
APT1|Apartment Token|APT1|Apartment Token|True|True|Ethereum(ERC20)
WECOLD|Whole Earth Coin|WECOLD|Whole Earth Coin|False|False|Ethereum(ERC20)
NSEWERPASS|NSEWERPASS|NSEWERPASS|NSEWERPASS|False|False|NONE
BYN|NBX|BYN|NBX|True|True|Ethereum(ERC20)
VMPX|VMPX|VMPX|VMPX|False|True|Ethereum(ERC20)
NEXT|Connext|NEXT|Connext|True|True|Ethereum(ERC20)
SAUBEROLD|SAUBER|SAUBEROLD|SAUBER|False|False|Chiliz Legacy Chain(CHZ)
MBTC|mBTC|MBTC|mBTC|False|False|NONE
SDEX|SmarDex|SDEX|SmarDex|True|True|Ethereum(ERC20)
KMON|Kryptomon|KMON|Kryptomon|True|True|BNB Smart Chain(BEP20)
KKC|Knoknok|KKC|Knoknok|False|True|BNB Smart Chain(BEP20)
SCCPOLD|SCCP|SCCPOLD|SCCP|False|False|Chiliz Legacy Chain(CHZ)
SUTER|SUTER-BSC|SUTER|Suterusu|False|False|Ethereum(ERC20)
SUTER|SUTER-BSC|SUTER|SUTER-BSC|False|True|BNB Smart Chain(BEP20)
RACA|Radio Caca|RACA|Radio Caca|False|False|BNB Smart Chain(BEP20-RACAV1)
RACA|Radio Caca|RACA|Radio Caca|True|True|BNB Smart Chain(BEP20-RACAV2)
RACA|Radio Caca|RACA|Radio Caca|False|False|Ethereum(ERC20)
GREG|greg|GREG|greg|False|True|Ethereum(ERC20)
RISE|EverRise|RISE|EverRise|True|True|BNB Smart Chain(BEP20)
RISE|EverRise|RISE|EverRise|True|True|Ethereum(ERC20)
XBTC|xBTC|XBTC|xBTC|False|True|Ethereum(ERC20)
BZH|bzh.ai|BZH|bzh.ai|False|True|Ethereum(ERC20)
KLC|Kalar Chain|KLC|Kalar Chain|False|True|BNB Smart Chain(BEP20)
BZZ|swarm|BZZ|swarm|True|True|Ethereum(ERC20)
ETRL|ETHEREAL|ETRL|ETHEREAL|True|True|BNB Smart Chain(BEP20)
KLP|Kulupu|KLP|Kulupu|False|False|KLP
PLAZ|Plaza DAO|PLAZ|Plaza DAO|False|True|Arbitrum One(ARB)
PLAY|PLAY TOKEN|PLAY|PLAY TOKEN|True|True|BNB Smart Chain(BEP20)
WHEN|WHEN|WHEN|WHEN|True|True|Solana(SOL)
KLS|Karlsen|KLS|Karlsen|True|True|KLS
KLV|Klever|KLV|Klever|True|True|Tron(TRC20)
DEPINDAO|DePIN DAO|DEPINDAO|DePIN DAO|True|True|Solana(SOL)
AMAOLD|MRWEB|AMAOLD|MRWEB|False|True|BNB Smart Chain(BEP20)
RAFT|Raft|RAFT|Raft|False|True|Ethereum(ERC20)
KMA|Calamari Network|KMA|Calamari Network|True|True|KMA
FMXEN|XEN Crypto|FMXEN|XEN Crypto|True|True|Fantom(FTM)
CNLT|Cannaland Token|CNLT|Cannaland Token|False|False|Ethereum(ERC20)
SUIP|SUIP|SUIP|SUIP|True|True|Sui
FODL|FODL Finance|FODL|FODL Finance|False|True|Ethereum(ERC20)
ELAN|Elan Future|ELAN|Elan Future|True|True|Ethereum(ERC20)
2PEPE|2.0PEPE|2PEPE|2.0PEPE|False|True|Ethereum(ERC20)
KNC|Kyber Network|KNC|Kyber Network|True|True|Ethereum(ERC20)
GMBRC|GM|GMBRC|GM|False|True|BNB Smart Chain(BEP20)
GECKO|Gecko Coin|GECKO|Gecko Coin|True|True|Solana(SOL)
CROWN|CROWN|CROWN|CROWN|True|True|Ethereum(ERC20)
ELDA|Eldarune|ELDA|Eldarune|True|True|BNB Smart Chain(BEP20)
DOGECOIN|XrpMoonPepeinuHomerS|DOGECOIN|XrpMoonPepeinuHomerS|False|True|Ethereum(ERC20)
PLCU|PLCU|PLCU|PLCU|False|False|PLCU
GAIA|Gaia EverWorld|GAIA|Gaia EverWorld|True|True|Polygon(MATIC)
FOGR|FOGR Computing Chain|FOGR|FOGR Computing Chain|True|True|FOGR
DORAOLD|Dora Factory|DORAOLD|Dora Factory|False|False|Ethereum(ERC20)
APX1|AstroPepeX|APX1|AstroPepeX|True|True|Ethereum(ERC20)
SHIBAINUX|Shiba Inu|SHIBAINUX|Shiba Inu|True|True|BNB Smart Chain(BEP20)
GROKGPT|GROKGPT|GROKGPT|GROKGPT|True|True|Ethereum(ERC20)
CPFCOLD|CPFC|CPFCOLD|CPFC|False|False|Chiliz Legacy Chain(CHZ)
DAPPX|dAppstore|DAPPX|dAppstore|True|True|Ethereum(ERC20)
RIWA|RIWA|RIWA|RIWA|True|True|Ethereum(ERC20)
KOM|Kommunitas|KOM|Kommunitas|True|True|Polygon(MATIC)
KOL|Kollect|KOL|Kollect|False|True|Ethereum(ERC20)
DAPPT|DAPPT|DAPPT|DAPPT|False|True|Ethereum(ERC20)
SUKU|SUKU|SUKU|SUKU|True|True|Ethereum(ERC20)
GRIN|GRIN|GRIN|GRIN|False|False|GRIN
KOY|Koyo|KOY|Koyo|True|True|Ethereum(ERC20)
TAG|TAG Chain|TAG|TAG Chain|False|True|Klaytn(KLAY)
TGMT|Tiger Meme Token|TGMT|Tiger Meme Token|True|True|BNB Smart Chain(BEP20)
TAI|TAI|TAI|TAI|False|True|Tron(TRC20)
TAL|TALKI|TAL|TALKI|False|True|BNB Smart Chain(BEP20)
MOBILE|Helium Mobile|MOBILE|Helium Mobile|True|True|Solana(SOL)
KPC|K-POP Click|KPC|K-POP Click|True|True|Polygon(MATIC)
USDJ|USDJ|USDJ|USDJ|True|True|Tron(TRC20)
TAO|Bittensor|TAO|Bittensor|True|True|Bittensor(TAO)
TAT|TapTap|TAT|TapTap|True|True|BNB Smart Chain(BEP20)
KPL|Kepple|KPL|Kepple|True|True|BNB Smart Chain(BEP20)
DICE|KlayDice|DICE|KlayDice|True|True|Klaytn(KLAY)
FITFI|Step App|FITFI|Step App|True|True|Avalanche C Chain(AVAX CCHAIN)
USDT|Tether|USDT|Tether|True|True|Algorand(ALGO)
USDT|Tether|USDT|Tether|True|True|Arbitrum One(ARB)
USDT|Tether|USDT|Tether|True|True|Avalanche C Chain(AVAX CCHAIN)
USDT|Tether|USDT|USDT-BSC|True|True|BNB Smart Chain(BEP20)
USDT|Tether|USDT|Tether|True|True|EOS
USDT|Tether|USDT|Tether|True|True|Ethereum(ERC20)
USDT|Tether|USDT|USDT-MATIC|True|True|Polygon(MATIC)
USDT|Tether|USDT|USDT|True|False|NEAR Protocol(NEAR)
USDT|Tether|USDT|Tether|True|False|OKT
USDT|Tether|USDT|Tether|True|True|Optimism(OP)
USDT|Tether|USDT|USDT-SOL|True|True|Solana(SOL)
USDT|Tether|USDT|Tether|True|True|Tron(TRC20)
TAU|Lamden|TAU|Lamden|False|True|Ethereum(ERC20)
SHROOMS|SHROOMS AI|SHROOMS|SHROOMS AI|False|True|Ethereum(ERC20)
PLEX|PLEX|PLEX|MinePlex|False|False|Ethereum(ERC20)
PLEX|PLEX|PLEX|PLEX|True|True|PLEX
DCERC|Dogechain Token|DCERC|Dogechain Token|False|True|Ethereum(ERC20)
CANDY|Candy Pocket|CANDY|Candy Pocket|True|True|Polygon(MATIC)
USDP|USDP|USDP|USDP|True|True|Ethereum(ERC20)
FROGGY|Froggy|FROGGY|Froggy|False|True|BNB Smart Chain(BEP20)
USDN|USDN|USDN|USDN|True|True|WAVES
NOVAOLD|Nova|NOVAOLD|Nova|False|False|Ethereum(ERC20)
TBE|TrustBase|TBE|TrustBase|False|False|HECO
APYS|APYSwap|APYS|APYSwap|False|True|Ethereum(ERC20)
OICH|OrdiChains|OICH|OrdiChains|False|True|Ethereum(ERC20)
NAXAR|Naxar|NAXAR|Naxar|False|True|Solana(SOL)
SPELLFIRE|SPELLFIRE|SPELLFIRE|SPELLFIRE|False|True|Ethereum(ERC20)
TBS|TLabs Token|TBS|TLabs Token|False|True|BNB Smart Chain(BEP20)
VEED|VIMworld|VEED|VIMworld|False|True|VeChain(VET)
KEEP|Keep Finance|KEEP|Keep Finance|True|True|Ethereum(ERC20)
TBT|TradeBull Token|TBT|TradeBull Token|True|True|RIK
CAD|Caduceus Protocol|CAD|Caduceus Protocol|True|True|Ethereum(ERC20)
DOGE69|DOGE69|DOGE69|DOGE69|True|True|Ethereum(ERC20)
P00LS|P00LS|P00LS|P00LS|False|True|Ethereum(ERC20)
CAI|CryptoAI|CAI|CryptoAI|True|True|Ethereum(ERC20)
CAL|FitBurn|CAL|FitBurn|True|True|BNB Smart Chain(BEP20)
HUNT|HUNT|HUNT|HUNT|False|True|Ethereum(ERC20)
CAN|Channels|CAN|Channels|False|False|HECO
RAIN|Rainmaker Games|RAIN|Rainmaker Games|True|True|BNB Smart Chain(BEP20)
RAIN|Rainmaker Games|RAIN|Rainmaker Games|False|False|Ethereum(ERC20)
CAP|Capverse|CAP|Capverse|True|True|BNB Smart Chain(BEP20)
CAS|Cashaa|CAS|Cashaa|True|True|BNB Smart Chain(BEP20)
CAU|Canxium|CAU|Canxium|True|True|CAU
CAT|Cyber Arena|CAT|Cyber Arena|True|True|BNB Smart Chain(BEP20)
CAW|A Hunters Dream|CAW|A Hunters Dream|True|True|Ethereum(ERC20)
USDD|USDD|USDD|USDD|True|True|Ethereum(ERC20)
USDD|USDD|USDD|USDD|True|True|BNB Smart Chain(BEP20)
USDD|USDD|USDD|USDD|True|True|Tron(TRC20)
USDC|USDCoin|USDC|USDCoin|True|True|Ethereum(ERC20)
USDC|USDCoin|USDC|USDCoin|True|True|Algorand(ALGO)
USDC|USDCoin|USDC|USDC.e|True|True|Arbitrum One(ARB-Bridged)
USDC|USDCoin|USDC|USDC|True|True|Arbitrum One(ARB)
USDC|USDCoin|USDC|Tether|True|True|Avalanche C Chain(AVAX CCHAIN)
USDC|USDCoin|USDC|USD Coin|True|True|BNB Smart Chain(BEP20)
USDC|USDCoin|USDC|USDCoin|True|True|Polygon(MATIC-Bridged)
USDC|USDCoin|USDC|USDCoin|True|True|Polygon(MATIC)
USDC|USDCoin|USDC|USDC|True|True|Optimism(OP-Bridged)
USDC|USDCoin|USDC|USDC|True|True|Optimism(OP)
USDC|USDCoin|USDC|USDC-SOL|True|True|Solana(SOL)
USDC|USDCoin|USDC|USDCoin|True|True|Tron(TRC20)
CWAR|Cryowar|CWAR|Cryowar|True|True|Solana(SOL)
RAIT|Rabbit Games|RAIT|Rabbit Games|True|True|Ethereum(ERC20)
ORJVR|OrjinVR|ORJVR|OrjinVR|False|True|BNB Smart Chain(BEP20)
GRND|SuperWalk|GRND|SuperWalk|False|True|Klaytn(KLAY)
STAROLD|Filestar|STAROLD|Filestar|False|False|STAR
TCT|TokenClub|TCT|TokenClub|False|True|Ethereum(ERC20)
CBC|CashBet Coin|CBC|CashBet Coin|False|False|Ethereum(ERC20)
VLXPAD|VelasPad|VLXPAD|VelasPad|False|True|BNB Smart Chain(BEP20)
CBK|Cobak Token|CBK|Cobak Token|True|True|Ethereum(ERC20)
CBK|Cobak Token|CBK|Cobak Token|False|False|Polygon(MATIC)
GAME|X-Consoles|GAME|X-Consoles|False|False|Ethereum(ERC20)
CBX|CropBytes|CBX|CropBytes|True|True|Ethereum(ERC20)
KSC|KStarCoin|KSC|KStarCoin|True|True|Ethereum(ERC20)
ALITA|Alita Network|ALITA|Alita Network|False|True|Ethereum(ERC20)
KSM|Kusama|KSM|Kusama|True|True|KSM
CCD|Concordium|CCD|Concordium|True|True|CCD
KSN|KISSAN|KSN|KISSAN|True|True|BNB Smart Chain(BEP20)
TDY|Tidy Chain Network|TDY|Tidy Chain Network|False|False|BNB Smart Chain(BEP20)
TDX|Tidex Token|TDX|Tidex Token|False|True|BNB Smart Chain(BEP20)
REBUS|REBUSEVM|REBUS|Rebus|False|False|REBUS
REBUS|REBUSEVM|REBUS|REBUSEVM|True|True|REBUSEVM
GALA|Gala|GALA|Gala|True|True|Ethereum(ERC20)
RAKE|Rake Coin|RAKE|Rake Coin|True|True|Ethereum(ERC20)
CCN|Chaseto|CCN|Chaseto|False|True|BNB Smart Chain(BEP20)
FIL36|Filecoin|FIL36|Filecoin|False|False|NONE
TEA|TeaDAO|TEA|TeaDAO|False|True|BNB Smart Chain(BEP20)
TED|TED BNB|TED|TED BNB|False|True|BNB Smart Chain(BEP20)
CCT|Carbon Credit|CCT|Carbon Credit|True|True|Algorand(ALGO)
MILLE|MILLE CHAIN|MILLE|MILLE CHAIN|True|True|BNB Smart Chain(BEP20)
GALO|Atletico Mineiro FT|GALO|Atletico Mineiro FT|False|True|Chiliz Legacy Chain(CHZ)
TEM|TemDAO|TEM|TemDAO|False|True|Ethereum(ERC20)
SURV|Survival Game Online|SURV|Survival Game Online|False|True|BNB Smart Chain(BEP20)
TET|Tectum EmissionToken|TET|Tectum EmissionToken|True|True|Ethereum(ERC20)
GRPH|Unigraph Protocol|GRPH|Unigraph Protocol|True|True|BRC20
KTK|Key Stake|KTK|Key Stake|True|True|BNB Smart Chain(BEP20)
HUSL|The HUSL|HUSL|The HUSL|True|True|Ethereum(ERC20)
DIGG|DIGG|DIGG|DIGG|False|False|Ethereum(ERC20)
DIGI|Digiverse|DIGI|Digiverse|True|True|BNB Smart Chain(BEP20)
WYNN|Anita Max Wynn|WYNN|Anita Max Wynn|True|True|Solana(SOL)
FOMO|FOMO|FOMO|FOMO|True|True|Solana(SOL)
CDN|Codenius|CDN|Codenius|False|True|BNB Smart Chain(BEP20)
CWEB|Coinweb|CWEB|Coinweb|True|True|Ethereum(ERC20)
DOGEAI|DOGEAI|DOGEAI|DOGEAI|False|False|BNB Smart Chain(BEP20)
TFI|TrustFi|TFI|TrustFi|True|True|BNB Smart Chain(BEP20)
CDX|CodeX|CDX|CodeX|True|True|BNB Smart Chain(BEP20)
KEKE|KEK|KEKE|KEK|True|True|Ethereum(ERC20)
KUB|Bitkub Coin|KUB|Bitkub Coin|False|False|KUB
IGUP|IGUP|IGUP|IGUP|True|True|BNB Smart Chain(BEP20)
VELODROME|Velodrome Finance|VELODROME|Velodrome Finance|True|True|Optimism(OP)
TOKAMAK|Tokamak Network|TOKAMAK|Tokamak Network|False|True|Ethereum(ERC20)
GROK|GROK|GROK|GROK|True|True|Ethereum(ERC20)
CEL|Celsius|CEL|Celsius|True|True|Ethereum(ERC20)
SERAPH|Revelation|SERAPH|Revelation|True|True|BNB Smart Chain(BEP20)
BTCC|Bitcoin Classic|BTCC|Bitcoin Classic|False|False|BNB Smart Chain(BEP20)
GROW|Triathon|GROW|Triathon|True|False|BNB Smart Chain(BEP20)
LYNX|Lynex|LYNX|Lynex|True|True|LINEA
CNTR|Centaur Token|CNTR|Centaur Token|False|True|Ethereum(ERC20)
CEX|CEX Index|CEX|CEX Index|True|True|Arbitrum One(ARB)
VEIL|Veil|VEIL|Veil|True|True|Ethereum(ERC20)
CNTM|Connectome|CNTM|Connectome|True|True|Ethereum(ERC20)
HEROLD|HeroVerse|HEROLD|HeroVerse|False|False|BNB Smart Chain(BEP20)
BTC2|Bitcoin 2.0|BTC2|Bitcoin 2.0|True|True|Ethereum(ERC20)
TGT|THORWallet DEX|TGT|THORWallet DEX|True|True|Ethereum(ERC20)
MCC1|Magic Cube|MCC1|Magic Cube|False|False|NEO
CFH|Centauri Finance|CFH|Centauri Finance|False|True|Arbitrum One(ARB)
NCLONEX|CloneX|NCLONEX|CloneX|False|False|NONE
CFI|Cryptofi|CFI|Cryptofi|False|True|BNB Smart Chain(BEP20)
AIPLAY|PlayMasterAi|AIPLAY|PlayMasterAi|False|True|BNB Smart Chain(BEP20)
VELA|Vela Token|VELA|Vela Token|True|True|Arbitrum One(ARB)
THB|Thunderbrawl Coin|THB|Thunderbrawl Coin|False|True|BNB Smart Chain(BEP20)
VANRY|VANRY|VANRY|VANRY|True|True|Ethereum(ERC20)
THE|The Protocol|THE|The Protocol|True|True|Ethereum(ERC20)
THG|Thetan Arena|THG|Thetan Arena|True|True|BNB Smart Chain(BEP20)
CFX|CFX-BSC|CFX|CONFLUX|True|True|CFX
CFX|CFX-BSC|CFX|CFX-BSC|True|True|BNB Smart Chain(BEP20)
SMURFCAT|Real Smurf Cat|SMURFCAT|Real Smurf Cat|True|True|Ethereum(ERC20)
THL|Thala|THL|Thala|True|True|APTOS(APT)
VELO|VELO-XLM|VELO|VELO|False|False|Ethereum(ERC20)
VELO|VELO-XLM|VELO|VELO-XLM|True|True|Stellar(XLM)
BTCV|Bitcoin Vault|BTCV|Bitcoin Vault|False|True|BTCV
THN|Throne|THN|Throne|True|True|Ethereum(ERC20)
BTCS|Bitcoinist|BTCS|Bitcoinist|True|True|Ethereum(ERC20)
LYRA|LYRA|LYRA|Lyra|False|True|Ethereum(ERC20)
LYRA|LYRA|LYRA|LYRA|False|True|Optimism(OP)
ABCDOLD|Crypto Inu|ABCDOLD|Crypto Inu|False|True|BNB Smart Chain(BEP20)
GZONE|GameZone|GZONE|GameZone|True|True|BNB Smart Chain(BEP20)
CGG|ChainGuardians|CGG|ChainGuardians|True|True|Ethereum(ERC20)
AIHULK|AIHulk|AIHULK|AIHulk|False|True|Ethereum(ERC20)
XCAD|XCAD Network|XCAD|XCAD Network|True|True|Ethereum(ERC20)
SMCW|Space Misfits|SMCW|Space Misfits|False|True|BNB Smart Chain(BEP20)
PRISMA|Prisma Finance|PRISMA|Prisma Finance|True|True|Ethereum(ERC20)
KWT|Kawaii Islands|KWT|Kawaii Islands|False|True|BNB Smart Chain(BEP20)
TIA|TIA|TIA|TIA|True|True|Celestia(TIA)
TIC|TicTalk|TIC|TicTalk|False|True|VeChain(VET)
CGU|Crypto Gaming United|CGU|Crypto Gaming United|False|True|BNB Smart Chain(BEP20)
TIE|Sproutie|TIE|Sproutie|False|True|BNB Smart Chain(BEP20)
EMAGICOLD|ElvishMagic|EMAGICOLD|ElvishMagic|False|False|BNB Smart Chain(BEP20)
CGV|Cogito Protocol|CGV|Cogito Protocol|True|True|BNB Smart Chain(BEP20)
KXA|Kryxivia|KXA|Kryxivia|True|True|Ethereum(ERC20)
TIN|Token IN|TIN|Token IN|True|True|APTOS(APT)
STORE|Bit.Store|STORE|Bit.Store|False|True|Ethereum(ERC20)
STORE|Bit.Store|STORE|Bit.Store|False|False|BNB Smart Chain(BEP20)
WOICH|Wrapped Ordichains|WOICH|Wrapped Ordichains|False|True|Ethereum(ERC20)
TIM|TIMTIM GAMES|TIM|TIMTIM GAMES|False|True|BNB Smart Chain(BEP20)
TIP|TIP|TIP|TIP|True|True|Ethereum(ERC20)
STORJ|STORJ|STORJ|STORJ|True|True|Ethereum(ERC20)
FOOD|FoodChain Global|FOOD|FoodChain Global|True|True|Polygon(MATIC)
RARI|Rarible|RARI|Rarible|True|True|Ethereum(ERC20)
CHE|CherrySwap|CHE|CherrySwap|False|True|OKT
ULTIMA|ULTIMA|ULTIMA|ULTIMA|True|True|SMART BLOCKCHAIN
RARE|SuperRare|RARE|SuperRare|True|True|Ethereum(ERC20)
CHI|ChiGastokenby1inch|CHI|ChiGastokenby1inch|False|True|Ethereum(ERC20)
NFH2|Non-Fungible History|NFH2|Non-Fungible History|False|False|Polygon(MATIC)
BTFM|Bitingfm|BTFM|Bitingfm|False|True|Ethereum(ERC20)
CHO|Choise.com|CHO|Choise.com|True|True|Ethereum(ERC20)
CHS|Chainsquare|CHS|Chainsquare|False|True|Ethereum(ERC20)
CHZ|Chiliz|CHZ|Chiliz|True|True|Ethereum(ERC20)
FORA|UFORIKA|FORA|UFORIKA|True|True|Polygon(MATIC)
ETH2OLD2|ETH 2.0|ETH2OLD2|ETH 2.0|False|True|Ethereum(ERC20)
